date,last_known_close,actual_close,pred_close,abs_error,pct_error,correct_direction,within_tol
2025-10-31,440.1000061035156,456.55999755859375,442.6396234209631,13.920374137630631,0.030489692947407478,1,0
2025-11-03,456.55999755859375,468.3699951171875,459.0344496112044,9.335545505983077,0.01993198881932498,1,1
2025-11-04,468.3699951171875,444.260009765625,460.01242688681396,15.752417121188955,0.03545765266943415,1,0
2025-11-05,444.260009765625,462.07000732421875,445.5387081413972,16.531299182821556,0.035776611597346346,1,0
2025-11-06,462.07000732421875,445.9100036621094,455.3972728561444,9.487269194035036,0.021276197250833743,1,0
2025-11-07,445.9100036621094,429.5199890136719,451.7151523623875,22.195163348715653,0.05167434325858387,0,0
2025-11-10,429.5199890136719,445.2300109863281,440.74519837199625,4.484812614331872,0.010073024063217494,1,1
2025-11-11,445.2300109863281,439.6199951171875,442.48994038788453,2.8699452706970305,0.006528240986700348,1,1
2025-11-12,439.6199951171875,430.6000061035156,440.7432932113876,10.14328710787197,0.02355617037644337,0,0
2025-11-13,430.6000061035156,401.989990234375,429.5382734670464,27.548283232671395,0.06852977412847949,1,0
2025-11-14,401.989990234375,404.3500061035156,415.0077727259916,10.657766622475947,0.026357775347102395,1,0
2025-11-17,404.3500061035156,408.9200134277344,418.54478626429784,9.624772836563466,0.02353705497533538,1,0
2025-11-18,408.9200134277344,401.25,410.0208150169322,8.770815016932204,0.021858729014161256,0,0
2025-11-19,401.25,403.989990234375,399.6731406820786,4.3168495522963894,0.010685535920808254,0,1
2025-11-20,403.989990234375,395.2300109863281,398.26584821919965,3.035837232871529,0.007681191074775304,1,1
2025-11-21,395.2300109863281,391.0899963378906,398.14406539528903,7.054069057398408,0.018036945775784796,0,1
2025-11-24,391.0899963378906,417.7799987792969,395.1707574910836,22.609241288213298,0.05411757708429028,1,0
2025-11-25,417.7799987792969,419.3999938964844,407.0539074189842,12.346086477500194,0.02943749799039681,0,0
2025-11-26,419.3999938964844,426.5799865722656,407.52745380327747,19.052532768988158,0.04466344734567271,0,0
2025-11-28,426.5799865722656,430.1700134277344,413.84135025248344,16.328663175250938,0.03795862720680795,0,0
2025-12-01,430.1700134277344,430.1400146484375,422.574159760281,7.56585488815648,0.017589284024970828,1,1
2025-12-02,430.1400146484375,429.239990234375,430.55804580502655,1.318055570651552,0.0030706728185597595,0,1
2025-12-03,429.239990234375,446.739990234375,427.23400292625786,19.50598730811714,0.043662953249122914,0,0
2025-12-04,446.739990234375,454.5299987792969,438.7897980660855,15.74020071321138,0.03462961906911285,0,0
2025-12-05,454.5299987792969,455.0,442.5913512718177,12.4086487281823,0.027271755446554503,0,0
2025-12-08,455.0,439.5799865722656,445.68607582435715,6.106089252091522,0.013890735335121312,1,1
2025-12-09,439.5799865722656,445.1700134277344,442.1963429197109,2.973670508023474,0.006679853580268604,1,1
2025-12-10,445.1700134277344,451.45001220703125,450.06935758032904,1.38065462670221,0.0030582668941629204,1,1
2025-12-11,451.45001220703125,446.8900146484375,449.10752368346436,2.2175090350268647,0.0049620912581171675,1,1
2025-12-12,446.8900146484375,458.9599914550781,443.6753129231473,15.284678531930808,0.03330285605826458,0,0
